codigo,codigo_nombre,familia_producto,atencion,venta_dirigida,concepto_1,concepto_2,plan,vigencia
F.ON.P.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 2 anos
F.ON.P.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 3 anos
F.ON.P.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 4 anos
F.ON.P.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 5 anos
F.ON.R.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Representante Legal,Archivo,Renovacion,NULL,Vigencia 1 ano
F.ON.R.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Representante Legal,Archivo,Renovacion,NULL,Vigencia 2 anos
F.ON.R.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,Archivo,Renovacion,NULL,Vigencia 3 anos
F.ON.R.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Online,Representante Legal,Archivo,Renovacion,NULL,Vigencia 4 anos
F.ON.R.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Online,Representante Legal,Archivo,Renovacion,NULL,Vigencia 5 anos
F.ON.M.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 1 ano
F.ON.M.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 2 anos
F.ON.M.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 3 anos
F.ON.M.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 4 anos
F.ON.M.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 5 anos
F.OF.P.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 ano
F.OF.P.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 2 anos
F.OF.P.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 3 anos
F.OF.P.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 4 anos
F.OF.P.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 5 anos
F.OF.R.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Representante Legal,Archivo,Renovacion,NULL,Vigencia 1 ano
F.OF.R.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Renovacion,NULL,Vigencia 2 anos
F.OF.R.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Renovacion,NULL,Vigencia 3 anos
F.OF.R.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Renovacion,NULL,Vigencia 4 anos
F.OF.R.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Renovacion,NULL,Vigencia 5 anos
F.OF.M.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 1 ano
F.OF.M.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 2 anos
F.OF.M.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 3 anos
F.OF.M.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 4 anos
F.OF.M.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 5 anos
F.AG.P.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 ano
F.AG.P.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 2 anos
F.AG.P.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 3 anos
F.AG.P.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 4 anos
F.AG.P.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 5 anos
F.AG.R.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Agente movil,Representante Legal,Archivo,Renovacion,NULL,Vigencia 1 ano
F.AG.R.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Renovacion,NULL,Vigencia 2 anos
F.AG.R.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Renovacion,NULL,Vigencia 3 anos
F.AG.R.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Renovacion,NULL,Vigencia 4 anos
F.AG.R.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Renovacion,NULL,Vigencia 5 anos
F.AG.M.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 1 ano
F.AG.M.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 2 anos
F.AG.M.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 3 anos
F.AG.M.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 4 anos
F.AG.M.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 5 anos
F.TE.P.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 ano
F.TE.P.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 2 anos
F.TE.P.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 3 anos
F.TE.P.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 4 anos
F.TE.P.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 5 anos
F.TE.R.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Tercero vinculado,Representante Legal,Archivo,Renovacion,NULL,Vigencia 1 ano
F.TE.R.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Tercero vinculado,Representante Legal,Archivo,Renovacion,NULL,Vigencia 2 anos
F.TE.R.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Tercero vinculado,Representante Legal,Archivo,Renovacion,NULL,Vigencia 3 anos
F.TE.R.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Tercero vinculado,Representante Legal,Archivo,Renovacion,NULL,Vigencia 4 anos
F.TE.R.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Tercero vinculado,Representante Legal,Archivo,Renovacion,NULL,Vigencia 5 anos
F.TE.M.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Tercero vinculado,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 1 ano
F.TE.M.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Tercero vinculado,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 2 anos
F.TE.M.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Tercero vinculado,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 3 anos
F.TE.M.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Tercero vinculado,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 4 anos
F.TE.M.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Tercero vinculado,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 5 anos
F.PR.P.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 ano
F.PR.P.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 2 anos
F.PR.P.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 3 anos
F.PR.P.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 4 anos
F.PR.P.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 5 anos
F.PR.R.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Renovacion,NULL,Vigencia 1 ano
F.PR.R.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Renovacion,NULL,Vigencia 2 anos
F.PR.R.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Renovacion,NULL,Vigencia 3 anos
F.PR.R.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Renovacion,NULL,Vigencia 4 anos
F.PR.R.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Renovacion,NULL,Vigencia 5 anos
F.PR.M.A.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 1 ano
F.PR.M.A.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 2 anos
F.PR.M.A.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 3 anos
F.PR.M.A.R.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 4 anos
F.PR.M.A.R.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Renovacion,NULL,Vigencia 5 anos
F.ON.P.A.R.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Online,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 mes
F.OF.P.A.R.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Offline,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 mes
F.AG.P.A.R.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 mes
F.TE.P.A.R.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 mes
F.PR.P.A.R.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Renovacion,NULL,Vigencia 1 mes
F.ON.P.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 ano
F.ON.P.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 anos
F.ON.P.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 3 anos
F.ON.P.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 4 anos
F.ON.P.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 5 anos
F.ON.R.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Representante Legal,Archivo,Nuevo,NULL,Vigencia 1 ano
F.ON.R.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Representante Legal,Archivo,Nuevo,NULL,Vigencia 2 anos
F.ON.R.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,Archivo,Nuevo,NULL,Vigencia 3 anos
F.ON.R.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Online,Representante Legal,Archivo,Nuevo,NULL,Vigencia 4 anos
F.ON.R.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Online,Representante Legal,Archivo,Nuevo,NULL,Vigencia 5 anos
F.ON.M.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 1 ano
F.ON.M.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 2 anos
F.ON.M.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 3 anos
F.ON.M.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 4 anos
F.ON.M.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Online,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 5 anos
F.OF.P.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 ano
F.OF.P.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 anos
F.OF.P.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 3 anos
F.OF.P.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 4 anos
F.OF.P.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 5 anos
F.OF.R.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Representante Legal,Archivo,Nuevo,NULL,Vigencia 1 ano
F.OF.R.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Nuevo,NULL,Vigencia 2 anos
F.OF.R.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Nuevo,NULL,Vigencia 3 anos
F.OF.R.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Nuevo,NULL,Vigencia 4 anos
F.OF.R.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Offline,Representante Legal,Archivo,Nuevo,NULL,Vigencia 5 anos
F.OF.M.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 1 ano
F.OF.M.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 2 anos
F.OF.M.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 3 anos
F.OF.M.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 4 anos
F.OF.M.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Offline,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 5 anos
F.AG.P.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 ano
F.AG.P.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 anos
F.AG.P.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 3 anos
F.AG.P.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 4 anos
F.AG.P.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 5 anos
F.AG.R.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Agente movil,Representante Legal,Archivo,Nuevo,NULL,Vigencia 1 ano
F.AG.R.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Nuevo,NULL,Vigencia 2 anos
F.AG.R.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Nuevo,NULL,Vigencia 3 anos
F.AG.R.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Nuevo,NULL,Vigencia 4 anos
F.AG.R.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Agente movil,Representante Legal,Archivo,Nuevo,NULL,Vigencia 5 anos
F.AG.M.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 1 ano
F.AG.M.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 2 anos
F.AG.M.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 3 anos
F.AG.M.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 4 anos
F.AG.M.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Agente movil,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 5 anos
F.TE.P.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 ano
F.TE.P.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 anos
F.TE.P.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 3 anos
F.TE.P.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 4 anos
